case_id,activity,timestamp,resource,amount
ORD-074,Payment Received,2024-07-06 04:24:47,Accounts Receivable,46615.53
ORD-075,Order Created,2024-03-16 00:00:00,Sales Rep,35585.74
ORD-075,Credit Check,2024-03-28 03:41:29,Finance Team,35585.74
ORD-075,Goods Issued,2024-03-31 08:42:02,Warehouse,35585.74
ORD-075,Invoice Sent,2024-04-03 15:25:56,Accounts Receivable,35585.74
ORD-075,Payment Received,2024-04-06 20:31:43,Accounts Receivable,35585.74
ORD-076,Order Created,2024-06-16 00:00:00,Sales Rep,21878.48
ORD-076,Credit Check,2024-06-17 03:29:33,Finance Team,21878.48
ORD-076,Goods Issued,2024-06-19 18:56:30,Warehouse,21878.48
ORD-076,Invoice Sent,2024-06-22 04:50:29,Accounts Receivable,21878.48
ORD-077,Order Created,2024-06-13 00:00:00,Sales Rep,4986.09
ORD-077,Credit Check,2024-06-14 11:11:41,Finance Team,4986.09
ORD-077,Goods Issued,2024-06-16 15:05:51,Warehouse,4986.09
ORD-077,Invoice Sent,2024-06-19 08:31:41,Accounts Receivable,4986.09
ORD-078,Order Created,2024-05-24 00:00:00,Sales Rep,44137.64
ORD-078,Credit Check,2024-05-27 11:21:41,Finance Team,44137.64
ORD-078,Goods Issued,2024-05-31 00:57:18,Warehouse,44137.64
ORD-078,Invoice Sent,2024-06-03 01:08:59,Accounts Receivable,44137.64
ORD-079,Order Created,2024-06-07 00:00:00,Sales Rep,19436.72
ORD-079,Credit Check,2024-06-08 23:07:12,Finance Team,19436.72
ORD-079,Goods Issued,2024-06-10 17:15:48,Warehouse,19436.72
ORD-079,Invoice Sent,2024-06-13 03:06:26,Accounts Receivable,19436.72
ORD-080,Order Created,2024-01-19 00:00:00,Sales Rep,13187.48
ORD-080,Credit Check,2024-01-20 05:20:14,Finance Team,13187.48
ORD-080,Goods Issued,2024-01-22 04:59:00,Warehouse,13187.48
ORD-080,Invoice Sent,2024-01-23 05:31:42,Accounts Receivable,13187.48
ORD-081,Order Created,2024-02-27 00:00:00,Sales Rep,23964.37
ORD-081,Credit Check,2024-02-29 11:34:00,Finance Team,23964.37
ORD-081,Goods Issued,2024-03-03 00:23:31,Warehouse,23964.37
ORD-081,Invoice Sent,2024-03-05 15:53:09,Accounts Receivable,23964.37
ORD-082,Order Created,2024-05-10 00:00:00,Sales Rep,37466.37
ORD-082,Credit Check,2024-05-12 14:24:07,Finance Team,37466.37
ORD-082,Goods Issued,2024-05-16 02:37:23,Warehouse,37466.37
ORD-082,Invoice Sent,2024-05-18 05:00:56,Accounts Receivable,37466.37
ORD-083,Order Created,2024-02-25 00:00:00,Sales Rep,14999.89
ORD-083,Credit Check,2024-02-27 01:21:42,Finance Team,14999.89
ORD-083,Goods Issued,2024-02-28 22:18:21,Warehouse,14999.89
ORD-083,Invoice Sent,2024-03-02 12:48:25,Accounts Receivable,14999.89
ORD-084,Order Created,2024-06-21 00:00:00,Sales Rep,48917.13
ORD-084,Credit Check,2024-06-22 07:17:09,Finance Team,48917.13
ORD-084,Goods Issued,2024-06-25 15:24:57,Warehouse,48917.13
ORD-084,Invoice Sent,2024-06-28 02:36:41,Accounts Receivable,48917.13
ORD-085,Order Created,2024-06-12 00:00:00,Sales Rep,49655.28
ORD-085,Credit Check,2024-06-14 12:42:07,Finance Team,49655.28
ORD-085,Goods Issued,2024-06-18 01:20:01,Warehouse,49655.28
ORD-085,Invoice Sent,2024-06-20 12:15:51,Accounts Receivable,49655.28
ORD-086,Order Created,2024-01-14 00:00:00,Sales Rep,31840.53
ORD-086,Credit Check,2024-01-15 21:45:46,Finance Team,31840.53
ORD-086,Goods Issued,2024-01-19 11:55:21,Warehouse,31840.53
ORD-086,Invoice Sent,2024-01-22 08:51:56,Accounts Receivable,31840.53
ORD-087,Order Created,2024-01-12 00:00:00,Sales Rep,19825.89
ORD-087,Credit Check,2024-01-14 22:01:03,Finance Team,19825.89
ORD-087,Goods Issued,2024-01-16 00:47:42,Warehouse,19825.89
ORD-087,Invoice Sent,2024-01-17 19:43:56,Accounts Receivable,19825.89
ORD-088,Order Created,2024-04-26 00:00:00,Sales Rep,6231.05
ORD-088,Credit Check,2024-04-27 13:18:51,Finance Team,6231.05
ORD-088,Goods Issued,2024-04-28 22:20:38,Warehouse,6231.05
ORD-088,Invoice Sent,2024-04-30 20:36:05,Accounts Receivable,6231.05
ORD-089,Order Created,2024-06-26 00:00:00,Sales Rep,18314.26
ORD-089,Credit Check,2024-06-27 12:45:54,Finance Team,18314.26
ORD-089,Goods Issued,2024-06-29 06:03:41,Warehouse,18314.26
ORD-089,Invoice Sent,2024-06-30 18:32:21,Accounts Receivable,18314.26
ORD-090,Order Created,2024-05-24 00:00:00,Sales Rep,23208.8
ORD-090,Credit Check,2024-05-25 13:25:43,Finance Team,23208.8
ORD-090,Goods Issued,2024-05-27 09:09:59,Warehouse,23208.8
ORD-090,Invoice Sent,2024-05-29 14:06:00,Accounts Receivable,23208.8
ORD-091,Order Created,2024-05-20 00:00:00,Sales Rep,14276.92
ORD-091,Credit Check,2024-05-22 19:43:28,Finance Team,14276.92
ORD-091,Goods Issued,2024-05-25 11:12:22,Warehouse,14276.92
ORD-091,Invoice Sent,2024-05-28 08:47:48,Accounts Receivable,14276.92
ORD-092,Order Created,2024-02-16 00:00:00,Sales Rep,36560.26
ORD-092,Credit Check,2024-02-19 09:44:40,Finance Team,36560.26
ORD-092,Goods Issued,2024-02-20 19:18:39,Warehouse,36560.26
ORD-092,Invoice Sent,2024-02-24 02:36:23,Accounts Receivable,36560.26
ORD-093,Order Created,2024-01-05 00:00:00,Sales Rep,28027.81
ORD-093,Credit Check,2024-01-06 01:15:56,Finance Team,28027.81
ORD-093,Goods Issued,2024-01-07 19:20:09,Warehouse,28027.81
ORD-093,Invoice Sent,2024-01-10 10:14:32,Accounts Receivable,28027.81
ORD-094,Order Created,2024-06-25 00:00:00,Sales Rep,49376.53
ORD-094,Credit Check,2024-06-27 02:30:00,Finance Team,49376.53
ORD-094,Goods Issued,2024-06-30 02:28:33,Warehouse,49376.53
ORD-094,Invoice Sent,2024-07-02 05:54:43,Accounts Receivable,49376.53
ORD-095,Order Created,2024-06-25 00:00:00,Sales Rep,41629.05
ORD-095,Credit Check,2024-06-28 05:05:15,Finance Team,41629.05
ORD-095,Goods Issued,2024-06-30 12:53:04,Warehouse,41629.05
ORD-095,Invoice Sent,2024-07-02 17:34:41,Accounts Receivable,41629.05
ORD-096,Order Created,2024-02-24 00:00:00,Sales Rep,14396.95
ORD-096,Credit Check,2024-02-26 17:30:24,Finance Team,14396.95
ORD-096,Goods Issued,2024-02-29 08:31:33,Warehouse,14396.95
ORD-096,Invoice Sent,2024-03-03 08:30:44,Accounts Receivable,14396.95
ORD-097,Order Created,2024-01-23 00:00:00,Sales Rep,49835.21
ORD-097,Credit Check,2024-01-26 01:05:37,Finance Team,49835.21
ORD-097,Goods Issued,2024-01-29 12:18:43,Warehouse,49835.21
ORD-097,Invoice Sent,2024-02-01 18:03:06,Accounts Receivable,49835.21
ORD-098,Order Created,2024-03-18 00:00:00,Sales Rep,13120.06
ORD-098,Credit Check,2024-03-19 09:50:31,Finance Team,13120.06
ORD-098,Goods Issued,2024-03-20 21:54:41,Warehouse,13120.06
ORD-098,Invoice Sent,2024-03-22 11:05:54,Accounts Receivable,13120.06
ORD-099,Order Created,2024-04-22 00:00:00,Sales Rep,11154.15
ORD-099,Credit Check,2024-04-24 12:20:09,Finance Team,11154.15
ORD-099,Goods Issued,2024-04-25 14:35:13,Warehouse,11154.15
ORD-099,Invoice Sent,2024-04-27 03:28:59,Accounts Receivable,11154.15
ORD-100,Order Created,2024-06-10 00:00:00,Sales Rep,2087.05
ORD-100,Credit Check,2024-06-11 22:51:29,Finance Team,2087.05
ORD-100,Goods Issued,2024-06-14 14:45:50,Warehouse,2087.05
ORD-100,Invoice Sent,2024-06-16 05:32:14,Accounts Receivable,2087.05
ORD-101,Order Created,2024-05-12 00:00:00,Sales Rep,41002.9
ORD-101,Credit Check,2024-05-13 09:53:32,Finance Team,41002.9
ORD-101,Goods Issued,2024-05-16 12:18:03,Warehouse,41002.9
ORD-101,Invoice Sent,2024-05-19 03:04:56,Accounts Receivable,41002.9
ORD-102,Order Created,2024-05-30 00:00:00,Sales Rep,24522.25
ORD-102,Credit Check,2024-06-01 12:14:47,Finance Team,24522.25
ORD-102,Goods Issued,2024-06-03 18:01:17,Warehouse,24522.25
ORD-102,Invoice Sent,2024-06-06 03:49:02,Accounts Receivable,24522.25
ORD-103,Order Created,2024-06-14 00:00:00,Sales Rep,11435.24
ORD-103,Credit Check,2024-06-16 05:37:43,Finance Team,11435.24
ORD-103,Goods Issued,2024-06-19 04:41:27,Warehouse,11435.24
ORD-103,Invoice Sent,2024-06-21 09:52:44,Accounts Receivable,11435.24
ORD-104,Order Created,2024-03-19 00:00:00,Sales Rep,32195.57
ORD-104,Credit Check,2024-03-21 05:59:54,Finance Team,32195.57
ORD-104,Goods Issued,2024-03-24 14:52:41,Warehouse,32195.57
ORD-104,Invoice Sent,2024-03-26 15:44:15,Accounts Receivable,32195.57
ORD-105,Order Created,2024-03-19 00:00:00,Sales Rep,26185.48
ORD-105,Credit Check,2024-03-20 19:02:02,Finance Team,26185.48
ORD-105,Goods Issued,2024-03-23 00:53:39,Warehouse,26185.48
ORD-105,Invoice Sent,2024-03-25 18:17:15,Accounts Receivable,26185.48
ORD-106,Order Created,2024-05-11 00:00:00,Sales Rep,47526.51
ORD-106,Credit Check,2024-05-13 07:15:30,Finance Team,47526.51
ORD-106,Goods Issued,2024-05-16 12:33:46,Warehouse,47526.51
ORD-106,Invoice Sent,2024-05-19 13:39:09,Accounts Receivable,47526.51
ORD-107,Order Created,2024-03-09 00:00:00,Sales Rep,4245.56
ORD-107,Credit Check,2024-03-11 23:02:29,Finance Team,4245.56
ORD-107,Goods Issued,2024-03-13 22:41:14,Warehouse,4245.56
ORD-107,Invoice Sent,2024-03-15 14:28:02,Accounts Receivable,4245.56
ORD-108,Order Created,2024-04-24 00:00:00,Sales Rep,32036.64
ORD-108,Credit Check,2024-04-26 11:44:46,Finance Team,32036.64
ORD-108,Goods Issued,2024-04-28 19:02:57,Warehouse,32036.64
ORD-108,Invoice Sent,2024-05-01 09:31:54,Accounts Receivable,32036.64
ORD-109,Order Created,2024-05-23 00:00:00,Sales Rep,20614.72
ORD-109,Credit Check,2024-05-25 06:45:43,Finance Team,20614.72
ORD-109,Goods Issued,2024-05-26 15:29:32,Warehouse,20614.72
ORD-109,Invoice Sent,2024-05-28 08:05:03,Accounts Receivable,20614.72
ORD-110,Order Created,2024-06-03 00:00:00,Sales Rep,44942.63
ORD-110,Credit Check,2024-06-05 19:15:04,Finance Team,44942.63
ORD-110,Goods Issued,2024-06-07 09:58:37,Warehouse,44942.63
ORD-110,Invoice Sent,2024-06-09 01:51:10,Accounts Receivable,44942.63
ORD-111,Order Created,2024-01-05 00:00:00,Sales Rep,3002.56
ORD-111,Credit Check,2024-01-06 16:33:50,Finance Team,3002.56
ORD-111,Goods Issued,2024-01-08 09:14:58,Warehouse,3002.56
ORD-111,Invoice Sent,2024-01-09 10:46:34,Accounts Receivable,3002.56
ORD-112,Order Created,2024-05-12 00:00:00,Sales Rep,27887.05
ORD-112,Credit Check,2024-05-13 22:07:02,Finance Team,27887.05
ORD-112,Goods Issued,2024-05-15 08:01:17,Warehouse,27887.05
ORD-112,Invoice Sent,2024-05-17 01:30:22,Accounts Receivable,27887.05
ORD-113,Order Created,2024-02-14 00:00:00,Sales Rep,25667.45
ORD-113,Credit Check,2024-02-15 15:26:09,Finance Team,25667.45
ORD-113,Goods Issued,2024-02-16 19:51:57,Warehouse,25667.45
ORD-113,Invoice Sent,2024-02-18 18:57:39,Accounts Receivable,25667.45
ORD-114,Order Created,2024-02-25 00:00:00,Sales Rep,34701.45
ORD-114,Credit Check,2024-02-28 07:07:05,Finance Team,34701.45
ORD-114,Goods Issued,2024-03-02 16:57:37,Warehouse,34701.45
ORD-114,Invoice Sent,2024-03-04 01:16:42,Accounts Receivable,34701.45
ORD-115,Order Created,2024-01-01 00:00:00,Sales Rep,14567.0
ORD-115,Credit Check,2024-01-02 04:03:24,Finance Team,14567.0
ORD-115,Goods Issued,2024-01-04 08:43:34,Warehouse,14567.0
ORD-115,Invoice Sent,2024-01-07 08:03:59,Accounts Receivable,14567.0
ORD-116,Order Created,2024-02-25 00:00:00,Sales Rep,27292.94
ORD-116,Credit Check,2024-02-26 23:15:25,Finance Team,27292.94
ORD-116,Goods Issued,2024-02-29 04:55:59,Warehouse,27292.94
ORD-116,Invoice Sent,2024-03-01 22:38:28,Accounts Receivable,27292.94
ORD-117,Order Created,2024-04-18 00:00:00,Sales Rep,23664.2
ORD-117,Credit Check,2024-04-19 02:59:32,Finance Team,23664.2
ORD-117,Goods Issued,2024-04-20 10:05:01,Warehouse,23664.2
ORD-117,Invoice Sent,2024-04-21 16:28:24,Accounts Receivable,23664.2
ORD-118,Order Created,2024-05-30 00:00:00,Sales Rep,34671.11
ORD-118,Credit Check,2024-06-01 10:16:21,Finance Team,34671.11
ORD-118,Goods Issued,2024-06-03 21:43:20,Warehouse,34671.11
ORD-118,Invoice Sent,2024-06-05 08:41:43,Accounts Receivable,34671.11
ORD-119,Order Created,2024-04-24 00:00:00,Sales Rep,22923.21
ORD-119,Credit Check,2024-04-25 11:38:18,Finance Team,22923.21
ORD-119,Goods Issued,2024-04-27 00:33:44,Warehouse,22923.21
ORD-119,Invoice Sent,2024-04-28 18:40:18,Accounts Receivable,22923.21
ORD-120,Order Created,2024-01-17 00:00:00,Sales Rep,1983.49
ORD-120,Credit Check,2024-01-18 10:08:58,Finance Team,1983.49
ORD-120,Goods Issued,2024-01-20 01:52:09,Warehouse,1983.49
ORD-120,Invoice Sent,2024-01-21 07:37:04,Accounts Receivable,1983.49
ORD-121,Order Created,2024-01-25 00:00:00,Sales Rep,44635.84
ORD-121,Credit Check,2024-01-27 19:54:58,Finance Team,44635.84
ORD-121,Goods Issued,2024-01-30 22:10:21,Warehouse,44635.84
ORD-121,Invoice Sent,2024-02-02 07:40:58,Accounts Receivable,44635.84
ORD-122,Order Created,2024-04-20 00:00:00,Sales Rep,5259.09
ORD-122,Credit Check,2024-04-22 11:22:02,Finance Team,5259.09
ORD-122,Goods Issued,2024-04-24 14:08:20,Warehouse,5259.09
ORD-122,Invoice Sent,2024-04-26 18:17:34,Accounts Receivable,5259.09
ORD-123,Order Created,2024-02-11 00:00:00,Sales Rep,28658.47
ORD-123,Credit Check,2024-02-12 13:37:16,Finance Team,28658.47
ORD-123,Goods Issued,2024-02-14 07:02:57,Warehouse,28658.47
ORD-123,Invoice Sent,2024-02-16 14:03:11,Accounts Receivable,28658.47
ORD-124,Order Created,2024-02-28 00:00:00,Sales Rep,28968.14
ORD-124,Credit Check,2024-03-01 23:21:09,Finance Team,28968.14
ORD-124,Goods Issued,2024-03-04 04:25:47,Warehouse,28968.14
ORD-124,Invoice Sent,2024-03-05 15:49:00,Accounts Receivable,28968.14
ORD-125,Order Created,2024-03-10 00:00:00,Sales Rep,5987.34
ORD-125,Credit Check,2024-03-11 11:48:21,Finance Team,5987.34
ORD-125,Goods Issued,2024-03-12 19:31:07,Warehouse,5987.34
ORD-125,Invoice Sent,2024-03-14 04:28:26,Accounts Receivable,5987.34
ORD-126,Order Created,2024-04-04 00:00:00,Sales Rep,14969.66
ORD-126,Credit Check,2024-04-05 02:40:16,Finance Team,14969.66
ORD-126,Goods Issued,2024-04-07 19:06:08,Warehouse,14969.66
ORD-126,Invoice Sent,2024-04-08 21:34:51,Accounts Receivable,14969.66
ORD-126,Invoice Sent,2024-04-09 22:27:23,Accounts Receivable,14969.66
ORD-126,Payment Received,2024-04-12 07:54:38,Accounts Receivable,14969.66
ORD-127,Order Created,2024-01-06 00:00:00,Sales Rep,49865.52
ORD-127,Credit Check,2024-01-08 03:42:59,Finance Team,49865.52
ORD-127,Goods Issued,2024-01-11 16:21:28,Warehouse,49865.52
ORD-127,Invoice Sent,2024-01-14 23:00:40,Accounts Receivable,49865.52
ORD-127,Invoice Sent,2024-01-17 14:13:50,Accounts Receivable,49865.52
ORD-127,Payment Received,2024-01-19 09:53:09,Accounts Receivable,49865.52
ORD-128,Order Created,2024-06-27 00:00:00,Sales Rep,9373.49
ORD-128,Credit Check,2024-06-29 15:24:04,Finance Team,9373.49
ORD-128,Goods Issued,2024-07-02 01:53:14,Warehouse,9373.49
ORD-128,Invoice Sent,2024-07-04 03:34:08,Accounts Receivable,9373.49
ORD-128,Invoice Sent,2024-07-06 02:26:48,Accounts Receivable,9373.49
ORD-128,Payment Received,2024-07-08 18:41:55,Accounts Receivable,9373.49
ORD-129,Order Created,2024-06-02 00:00:00,Sales Rep,11048.8
ORD-129,Credit Check,2024-06-03 15:32:11,Finance Team,11048.8
ORD-129,Goods Issued,2024-06-05 11:57:27,Warehouse,11048.8
ORD-129,Invoice Sent,2024-06-07 12:19:22,Accounts Receivable,11048.8
ORD-129,Invoice Sent,2024-06-08 23:57:30,Accounts Receivable,11048.8
ORD-129,Payment Received,2024-06-10 05:28:14,Accounts Receivable,11048.8
ORD-130,Order Created,2024-03-04 00:00:00,Sales Rep,30920.38
ORD-130,Credit Check,2024-03-05 09:49:40,Finance Team,30920.38
ORD-130,Goods Issued,2024-03-07 19:46:46,Warehouse,30920.38
ORD-130,Invoice Sent,2024-03-11 06:15:48,Accounts Receivable,30920.38
ORD-130,Invoice Sent,2024-03-12 21:39:15,Accounts Receivable,30920.38
ORD-130,Payment Received,2024-03-15 12:39:43,Accounts Receivable,30920.38
ORD-131,Order Created,2024-01-10 00:00:00,Sales Rep,19092.29
ORD-131,Credit Check,2024-01-12 02:19:58,Finance Team,19092.29
ORD-131,Goods Issued,2024-01-14 04:40:52,Warehouse,19092.29
ORD-131,Invoice Sent,2024-01-15 14:21:51,Accounts Receivable,19092.29
ORD-131,Invoice Sent,2024-01-17 23:13:25,Accounts Receivable,19092.29
ORD-131,Payment Received,2024-01-19 03:26:28,Accounts Receivable,19092.29
ORD-132,Order Created,2024-03-13 00:00:00,Sales Rep,7802.41
ORD-132,Credit Check,2024-03-15 12:29:27,Finance Team,7802.41
ORD-132,Goods Issued,2024-03-17 17:04:53,Warehouse,7802.41
ORD-132,Invoice Sent,2024-03-19 15:43:02,Accounts Receivable,7802.41
ORD-132,Invoice Sent,2024-03-21 11:29:08,Accounts Receivable,7802.41
ORD-132,Payment Received,2024-03-23 04:13:52,Accounts Receivable,7802.41
ORD-133,Order Created,2024-03-02 00:00:00,Sales Rep,46546.93
ORD-133,Credit Check,2024-03-04 23:46:05,Finance Team,46546.93
ORD-133,Goods Issued,2024-03-07 04:05:55,Warehouse,46546.93
ORD-133,Invoice Sent,2024-03-10 14:38:09,Accounts Receivable,46546.93
ORD-133,Invoice Sent,2024-03-13 14:12:02,Accounts Receivable,46546.93
ORD-133,Payment Received,2024-03-15 06:48:31,Accounts Receivable,46546.93
ORD-134,Order Created,2024-01-01 00:00:00,Sales Rep,19582.2
ORD-134,Credit Check,2024-01-03 11:34:25,Finance Team,19582.2
ORD-134,Goods Issued,2024-01-05 15:08:54,Warehouse,19582.2
ORD-134,Invoice Sent,2024-01-08 07:33:22,Accounts Receivable,19582.2
ORD-134,Invoice Sent,2024-01-09 14:15:55,Accounts Receivable,19582.2
ORD-134,Payment Received,2024-01-12 04:26:17,Accounts Receivable,19582.2
ORD-135,Order Created,2024-01-30 00:00:00,Sales Rep,10879.74
ORD-135,Credit Check,2024-02-01 15:36:22,Finance Team,10879.74
ORD-135,Goods Issued,2024-02-03 00:33:13,Warehouse,10879.74
ORD-135,Invoice Sent,2024-02-04 11:52:01,Accounts Receivable,10879.74
ORD-135,Invoice Sent,2024-02-06 18:17:14,Accounts Receivable,10879.74
ORD-135,Payment Received,2024-02-09 13:51:53,Accounts Receivable,10879.74
ORD-136,Order Created,2024-02-11 00:00:00,Sales Rep,16493.63
ORD-136,Credit Check,2024-02-12 18:50:14,Finance Team,16493.63
ORD-136,Goods Issued,2024-02-15 10:02:02,Warehouse,16493.63
ORD-136,Invoice Sent,2024-02-17 07:06:45,Accounts Receivable,16493.63
ORD-136,Invoice Sent,2024-02-19 01:12:21,Accounts Receivable,16493.63
ORD-136,Payment Received,2024-02-20 23:24:52,Accounts Receivable,16493.63
ORD-137,Order Created,2024-01-23 00:00:00,Sales Rep,15767.52
ORD-137,Credit Check,2024-01-24 21:03:35,Finance Team,15767.52
ORD-137,Goods Issued,2024-01-27 00:46:44,Warehouse,15767.52
ORD-137,Invoice Sent,2024-01-28 17:50:11,Accounts Receivable,15767.52
ORD-137,Invoice Sent,2024-01-30 12:37:39,Accounts Receivable,15767.52
ORD-137,Payment Received,2024-02-01 14:09:24,Accounts Receivable,15767.52
ORD-138,Order Created,2024-04-13 00:00:00,Sales Rep,4264.34
ORD-138,Credit Check,2024-04-15 05:57:48,Finance Team,4264.34
ORD-138,Goods Issued,2024-04-16 11:34:28,Warehouse,4264.34
ORD-138,Invoice Sent,2024-04-19 08:41:11,Accounts Receivable,4264.34
ORD-138,Invoice Sent,2024-04-21 14:48:59,Accounts Receivable,4264.34
ORD-138,Payment Received,2024-04-23 06:53:30,Accounts Receivable,4264.34
ORD-139,Order Created,2024-01-15 00:00:00,Sales Rep,7824.33
ORD-139,Credit Check,2024-01-17 18:10:27,Finance Team,7824.33
ORD-139,Goods Issued,2024-01-19 17:57:16,Warehouse,7824.33
ORD-139,Invoice Sent,2024-01-22 05:32:40,Accounts Receivable,7824.33
ORD-139,Invoice Sent,2024-01-24 09:03:21,Accounts Receivable,7824.33
ORD-139,Payment Received,2024-01-27 08:56:42,Accounts Receivable,7824.33
ORD-140,Order Created,2024-06-03 00:00:00,Sales Rep,37867.75
ORD-140,Credit Check,2024-06-05 23:39:04,Finance Team,37867.75
ORD-140,Goods Issued,2024-06-07 06:22:57,Warehouse,37867.75
ORD-140,Invoice Sent,2024-06-09 20:00:30,Accounts Receivable,37867.75
ORD-140,Invoice Sent,2024-06-12 08:36:23,Accounts Receivable,37867.75
ORD-140,Payment Received,2024-06-15 15:54:29,Accounts Receivable,37867.75
ORD-141,Order Created,2024-02-07 00:00:00,Sales Rep,17762.01
ORD-141,Credit Check,2024-02-09 01:45:03,Finance Team,17762.01
ORD-141,Goods Issued,2024-02-10 19:56:04,Warehouse,17762.01
ORD-141,Invoice Sent,2024-02-12 17:52:13,Accounts Receivable,17762.01
ORD-141,Invoice Sent,2024-02-14 22:51:37,Accounts Receivable,17762.01
ORD-141,Payment Received,2024-02-16 22:58:13,Accounts Receivable,17762.01
ORD-142,Order Created,2024-06-05 00:00:00,Sales Rep,27453.17
ORD-142,Credit Check,2024-06-06 11:00:14,Finance Team,27453.17
ORD-142,Goods Issued,2024-06-08 21:40:19,Warehouse,27453.17
ORD-142,Invoice Sent,2024-06-11 08:14:02,Accounts Receivable,27453.17
ORD-142,Invoice Sent,2024-06-13 15:00:32,Accounts Receivable,27453.17
ORD-142,Payment Received,2024-06-16 00:19:06,Accounts Receivable,27453.17
ORD-143,Order Created,2024-02-12 00:00:00,Sales Rep,27593.5
ORD-143,Credit Check,2024-02-14 04:45:12,Finance Team,27593.5
ORD-143,Goods Issued,2024-02-16 20:26:23,Warehouse,27593.5
ORD-143,Invoice Sent,2024-02-19 18:28:31,Accounts Receivable,27593.5
ORD-143,Invoice Sent,2024-02-21 10:54:59,Accounts Receivable,27593.5
ORD-143,Payment Received,2024-02-22 21:49:45,Accounts Receivable,27593.5
ORD-144,Order Created,2024-03-30 00:00:00,Sales Rep,21756.25
ORD-144,Credit Check,2024-04-01 21:28:10,Finance Team,21756.25
ORD-144,Goods Issued,2024-04-03 04:49:49,Warehouse,21756.25
ORD-144,Invoice Sent,2024-04-05 08:58:10,Accounts Receivable,21756.25
ORD-144,Invoice Sent,2024-04-07 09:15:07,Accounts Receivable,21756.25
ORD-144,Payment Received,2024-04-09 14:36:07,Accounts Receivable,21756.25
ORD-145,Order Created,2024-02-29 00:00:00,Sales Rep,1887.4
ORD-145,Credit Check,2024-03-02 04:27:43,Finance Team,1887.4
ORD-145,Goods Issued,2024-03-03 09:22:06,Warehouse,1887.4
ORD-145,Invoice Sent,2024-03-06 05:28:06,Accounts Receivable,1887.4
ORD-145,Invoice Sent,2024-03-08 19:23:33,Accounts Receivable,1887.4
ORD-145,Payment Received,2024-03-09 20:29:51,Accounts Receivable,1887.4
ORD-146,Order Created,2024-04-01 00:00:00,Sales Rep,32916.99
ORD-146,Credit Check,2024-04-03 02:22:02,Finance Team,32916.99
ORD-146,Goods Issued,2024-04-04 11:08:14,Warehouse,32916.99
ORD-146,Invoice Sent,2024-04-05 20:23:27,Accounts Receivable,32916.99
ORD-146,Invoice Sent,2024-04-07 01:23:41,Accounts Receivable,32916.99
ORD-146,Payment Received,2024-04-10 06:36:15,Accounts Receivable,32916.99
ORD-147,Order Created,2024-01-01 00:00:00,Sales Rep,45623.62
ORD-147,Credit Check,2024-01-02 11:19:21,Finance Team,45623.62
ORD-147,Goods Issued,2024-01-06 00:50:57,Warehouse,45623.62
ORD-147,Invoice Sent,2024-01-09 05:58:11,Accounts Receivable,45623.62
ORD-147,Invoice Sent,2024-01-10 11:57:13,Accounts Receivable,45623.62
ORD-147,Payment Received,2024-01-13 21:47:39,Accounts Receivable,45623.62
ORD-148,Order Created,2024-02-24 00:00:00,Sales Rep,43624.92
ORD-148,Credit Check,2024-02-25 17:53:52,Finance Team,43624.92
ORD-148,Goods Issued,2024-02-28 09:42:45,Warehouse,43624.92
ORD-148,Invoice Sent,2024-03-01 12:21:38,Accounts Receivable,43624.92
ORD-148,Invoice Sent,2024-03-04 00:05:04,Accounts Receivable,43624.92
ORD-148,Payment Received,2024-03-05 16:43:33,Accounts Receivable,43624.92
ORD-149,Order Created,2024-06-02 00:00:00,Sales Rep,39601.7
ORD-149,Credit Check,2024-06-04 00:00:34,Finance Team,39601.7
ORD-149,Goods Issued,2024-06-06 03:44:38,Warehouse,39601.7
ORD-149,Invoice Sent,2024-06-08 15:29:53,Accounts Receivable,39601.7
ORD-149,Invoice Sent,2024-06-11 11:39:04,Accounts Receivable,39601.7
ORD-149,Payment Received,2024-06-13 12:24:02,Accounts Receivable,39601.7
ORD-150,Order Created,2024-06-10 00:00:00,Sales Rep,18000.71
ORD-150,Credit Check,2024-06-12 20:05:08,Finance Team,18000.71
ORD-150,Goods Issued,2024-06-15 00:15:54,Warehouse,18000.71
ORD-150,Invoice Sent,2024-06-16 01:50:30,Accounts Receivable,18000.71
ORD-150,Invoice Sent,2024-06-18 21:39:13,Accounts Receivable,18000.71
ORD-150,Payment Received,2024-06-20 09:34:06,Accounts Receivable,18000.71
ORD-151,Order Created,2024-06-28 00:00:00,Sales Rep,29303.97
ORD-151,Credit Check,2024-06-29 20:06:30,Finance Team,29303.97
ORD-151,Goods Issued,2024-07-02 16:01:15,Warehouse,29303.97
ORD-151,Invoice Sent,2024-07-04 09:24:57,Accounts Receivable,29303.97
ORD-151,Payment Received,2024-07-06 13:17:03,Accounts Receivable,29303.97
ORD-152,Order Created,2024-06-04 00:00:00,Sales Rep,31980.95
ORD-152,Credit Check,2024-06-05 17:03:01,Finance Team,31980.95
ORD-152,Goods Issued,2024-06-08 03:31:27,Warehouse,31980.95
ORD-152,Invoice Sent,2024-06-11 16:30:56,Accounts Receivable,31980.95
ORD-152,Payment Received,2024-06-13 23:45:12,Accounts Receivable,31980.95
ORD-153,Order Created,2024-03-26 00:00:00,Sales Rep,28307.96
ORD-153,Credit Check,2024-03-27 04:05:48,Finance Team,28307.96
ORD-153,Goods Issued,2024-03-30 03:56:48,Warehouse,28307.96
